"Sheet","No","Video Title (ชื่อคลิป)","URL / Timestamp Link (ลิงก์วิดีโอ)","Summary & Key Content (เนื้อหาสรุป)","Keywords / Tag","Keyword Code","Category"
"AllVideo","87","การร้องเรียนสิทธิของเจ้าของข้อมูลส่วนบุคคล #pdpa #กฏหมายคุ้มครองข้อมูลส่วนบุคคล #ยื่นคำรอง#ร้องเรียน","https://www.youtube.com/watch?v=Pe-WsEYEwDM","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""การร้องเรียนสิทธิของเจ้าของข้อมูลส่วนบุคคล #pdpa #กฏหมายคุ้มครองข้อมูลส่วนบุคคล #ยื่นคำรอง#ร้องเรียน"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa39","pdpa"
"AllVideo","88","การทำPDPAด้วยตนเอง เรามีเครื่องมือ⚙️ช่วยทำPDPA  12 เครื่องมือ ราคาเริ่มต้น 599 บาท","https://www.youtube.com/watch?v=4i0NlcBqJqQ","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""การทำPDPAด้วยตนเอง เรามีเครื่องมือ⚙️ช่วยทำPDPA  12 เครื่องมือ ราคาเริ่มต้น 599 บาท"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa40","pdpa"
"AllVideo","89","มอบทุน 25,000 บาทสำหรับทำ PDPA สำหรับผู้เข้าโครงการ LIVE SPARK #pdpa #คุ้มครองข้อมูลส่วนบุคคล","https://www.youtube.com/watch?v=aAg6d8HNHCw","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""มอบทุน 25,000 บาทสำหรับทำ PDPA สำหรับผู้เข้าโครงการ LIVE SPARK #pdpa #คุ้มครองข้อมูลส่วนบุคคล"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa41","pdpa"
"AllVideo","90","มิจฉาชีพประกาศรับสมัครงานพร้อมโฆษณาจูงใจ ภาค 2 #pdpa #คุ้มครองข้อมูลส่วนบุคคล","https://www.youtube.com/watch?v=hGEqlpvbL90","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""มิจฉาชีพประกาศรับสมัครงานพร้อมโฆษณาจูงใจ ภาค 2 #pdpa #คุ้มครองข้อมูลส่วนบุคคล"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa42","pdpa"
"AllVideo","91","มิจฉาชีพประกาศรับสมัครงานพร้อมโฆษณาจูงใจ ภาค 1  #pdpa #คุ้มครองข้อมูลส่วนบุคคล","https://www.youtube.com/watch?v=OxbJhNGjc60","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""มิจฉาชีพประกาศรับสมัครงานพร้อมโฆษณาจูงใจ ภาค 1  #pdpa #คุ้มครองข้อมูลส่วนบุคคล"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa43","pdpa"
"AllVideo","92","1 นาที PDPA บริษัทไหนเอาข้อมูลเราเอาไปขาย ดูยังไง  #PDPACheck #PDPA #pdpa #คุ้มครองข้อมูลส่วนบุคคล","https://www.youtube.com/watch?v=8gFauqs2M5g","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""1 นาที PDPA บริษัทไหนเอาข้อมูลเราเอาไปขาย ดูยังไง  #PDPACheck #PDPA #pdpa #คุ้มครองข้อมูลส่วนบุคคล"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa44","pdpa"
"AllVideo","93","AI สำหรับช่วยทำ PDPA มีให้ใช้ใน pdpa check แล้ว #pdpa #คุ้มครองข้อมูลส่วนบุคคล","https://www.youtube.com/watch?v=KA_-14i9M5A","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""AI สำหรับช่วยทำ PDPA มีให้ใช้ใน pdpa check แล้ว #pdpa #คุ้มครองข้อมูลส่วนบุคคล"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy, AI, Automation","ai10","ai"
"AllVideo","94","การทำPDPAด้วยตนเอง ควรมีเครื่องมือ⚙️ช่วยทำPDPA  1 นาที #pdpa #คุ้มครองข้อมูลส่วนบุคคล #รับตัวแทน","https://www.youtube.com/watch?v=xHjI0dGeb5U","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""การทำPDPAด้วยตนเอง ควรมีเครื่องมือ⚙️ช่วยทำPDPA  1 นาที #pdpa #คุ้มครองข้อมูลส่วนบุคคล #รับตัวแทน"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa45","pdpa"
"AllVideo","95","คอร์ส เรียน PDPA พร้อมนำไปใช้ ไม่มีค่าใช้จ่าย  #pdpa #คุ้มครองข้อมูลส่วนบุคคล #สอนฟรี #รับตัวแทน","https://www.youtube.com/watch?v=JIGYhXPHshs","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""คอร์ส เรียน PDPA พร้อมนำไปใช้ ไม่มีค่าใช้จ่าย  #pdpa #คุ้มครองข้อมูลส่วนบุคคล #สอนฟรี #รับตัวแทน"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa46","pdpa"
"AllVideo","96","🚀วิธีการทำ PDPA สำหรับฝ่าย Hr กิจกรรมที่เกี่ยวข้องกับข้อมูลส่วนบุคคล  รับสมัครงาน ถึงลาออกจากงาน","https://www.youtube.com/watch?v=mH4uVztK-9Y","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""🚀วิธีการทำ PDPA สำหรับฝ่าย Hr กิจกรรมที่เกี่ยวข้องกับข้อมูลส่วนบุคคล  รับสมัครงาน ถึงลาออกจากงาน"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa47","pdpa"
"AllVideo","97","วิธีทำประกาศแจ้งเตือนและให้ความยินยอมโดยอิสระ ตามกฏหมายคุ้มครองข้อมูลส่วนบุคคลโดย pdpa3in1.com#pdpa","https://www.youtube.com/watch?v=bndfI1Jq9pg","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""วิธีทำประกาศแจ้งเตือนและให้ความยินยอมโดยอิสระ ตามกฏหมายคุ้มครองข้อมูลส่วนบุคคลโดย pdpa3in1.com#pdpa"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy, Consent, Cookie, Privacy Notice","consent06","consent"
"AllVideo","98","🎉สรุปแนวทางการพัฒนาระบบ PDPA  #กฏหมายคุ้มครองข้อมูลส่วนบุคคล #PDPA #โปรแกรมPDPA #รับพัฒนาระบบPDPA","https://www.youtube.com/watch?v=PDxf1B09IAY","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""🎉สรุปแนวทางการพัฒนาระบบ PDPA  #กฏหมายคุ้มครองข้อมูลส่วนบุคคล #PDPA #โปรแกรมPDPA #รับพัฒนาระบบPDPA"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa48","pdpa"
"AllVideo","99","อยากทำ App ให้บริการดีๆกับลูกค้า🥲ทำไมถูกลูกค้าร้องเรียน😂 #pdpa #รับตัวแทน#โปรแกรมPDPA#ขอความยินยอม","https://www.youtube.com/watch?v=XxHWmfsfUuw","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""อยากทำ App ให้บริการดีๆกับลูกค้า🥲ทำไมถูกลูกค้าร้องเรียน😂 #pdpa #รับตัวแทน#โปรแกรมPDPA#ขอความยินยอม"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy, บริการ, Consulting, Consent, Cookie, Privacy Notice","consent07","consent"
"AllVideo","100","บริษัทเราก็ไม่ได้ทำตามกฏหมายPDPA ซะด้วย “ทีนี้ใช้ข้อมูลลูกค้าก็ลำบาก” “ว้าวุ่นเลย” #ที่ปรึกษาpdpa","https://www.youtube.com/watch?v=Lu4Fpx6nJSA","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""บริษัทเราก็ไม่ได้ทำตามกฏหมายPDPA ซะด้วย “ทีนี้ใช้ข้อมูลลูกค้าก็ลำบาก” “ว้าวุ่นเลย” #ที่ปรึกษาpdpa"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa49","pdpa"
"AllVideo","101","เครื่องมือช่วยทำ PDPAโปรแกรมทำ  PDPAระบบช่วยทำ PDPA 1 นาที PDPA #pdpa โปรแกรมPDPA   #ที่ปรึกษาpdpa","https://www.youtube.com/watch?v=LQVpEBsgQUE","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""เครื่องมือช่วยทำ PDPAโปรแกรมทำ  PDPAระบบช่วยทำ PDPA 1 นาที PDPA #pdpa โปรแกรมPDPA   #ที่ปรึกษาpdpa"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa50","pdpa"
"AllVideo","102","⛓️ป้องกันปัญหาถูกร้องเรียน 🪤Case จริงที่เกิดขึ้นถูกร้องเรียนเรื่องการขอความยินยอมและถอนความยินยอม","https://www.youtube.com/watch?v=V0HrQEZNNT4","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""⛓️ป้องกันปัญหาถูกร้องเรียน 🪤Case จริงที่เกิดขึ้นถูกร้องเรียนเรื่องการขอความยินยอมและถอนความยินยอม"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","Consent, Cookie, Privacy Notice","consent08","consent"
"AllVideo","103","🎛️เครื่องมือช่วยทำ PDPA ราคา 599 บาท -9,990 บาท  #pdpa #คุ้มครองข้อมูลส่วนบุคคล","https://www.youtube.com/watch?v=k1jUsy-wP7Y","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""🎛️เครื่องมือช่วยทำ PDPA ราคา 599 บาท -9,990 บาท  #pdpa #คุ้มครองข้อมูลส่วนบุคคล"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa51","pdpa"
"AllVideo","104","🎛️เครื่องมือช่วยทำ PDPA ราคา 590 บาท -9,990 บาท","https://www.youtube.com/watch?v=kJk8kkEV2TU","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""🎛️เครื่องมือช่วยทำ PDPA ราคา 590 บาท -9,990 บาท"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa52","pdpa"
"AllVideo","105","Pdpacheck มีระบบต่างๆช่วยให้ทำPDPA ได้ง่ายขึ้นจนประสบความสำเร็จในการทำ PDPA","https://www.youtube.com/watch?v=aZdCimtwmz4","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""Pdpacheck มีระบบต่างๆช่วยให้ทำPDPA ได้ง่ายขึ้นจนประสบความสำเร็จในการทำ PDPA"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa53","pdpa"
"AllVideo","106","ทำไมต้องทำ PDPA ทำไมต้องมีผู้ช่วยทำ PDPA","https://www.youtube.com/watch?v=E96tLKve1P4","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""ทำไมต้องทำ PDPA ทำไมต้องมีผู้ช่วยทำ PDPA"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa54","pdpa"
"AllVideo","107","บริษัทหรือหน่วยงานได้ประโยชน์จากการทำตามกฏหมายคุ้มครองข้อมูลส่วนบุคคล(PDPA)อย่างไร","https://www.youtube.com/watch?v=R_6_VhJ9Kdk","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""บริษัทหรือหน่วยงานได้ประโยชน์จากการทำตามกฏหมายคุ้มครองข้อมูลส่วนบุคคล(PDPA)อย่างไร"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa55","pdpa"
"AllVideo","108","ประโยชน์ของกฏหมายคุ้มครองข้อมูลส่วนบุคคล  PDPA","https://www.youtube.com/watch?v=4KaupHCq0ys","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""ประโยชน์ของกฏหมายคุ้มครองข้อมูลส่วนบุคคล  PDPA"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa56","pdpa"
"AllVideo","109","หอพัก มีหน้าที่ต้องทำตามกฏหมายคุ้มครองข้อมูลส่วนบุคคล ดังนี้","https://www.youtube.com/watch?v=3hA6gNCKtNI","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""หอพัก มีหน้าที่ต้องทำตามกฏหมายคุ้มครองข้อมูลส่วนบุคคล ดังนี้"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa57","pdpa"
"AllVideo","110","ร้านค้า Online  มีหน้าที่ตามกฏหมายคุ้มครองข้อมูลส่วนบุคคล ดังนี้","https://www.youtube.com/watch?v=OIUjUkS3-5c","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""ร้านค้า Online  มีหน้าที่ตามกฏหมายคุ้มครองข้อมูลส่วนบุคคล ดังนี้"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa58","pdpa"
"AllVideo","111","Showcase ทำPDPA ร้านค้าOnline","https://www.youtube.com/watch?v=P0VgnHDDRXU","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""Showcase ทำPDPA ร้านค้าOnline"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa59","pdpa"
"AllVideo","112","สิทธิของนักเรียน ต่อครูผู้สอนหรือโรงเรียนที่เป็นผู้จัดเก็บใช้งานข้อมูลนักเรียน","https://www.youtube.com/watch?v=9TJnGZ12z60","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""สิทธิของนักเรียน ต่อครูผู้สอนหรือโรงเรียนที่เป็นผู้จัดเก็บใช้งานข้อมูลนักเรียน"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","Prajan, Knowledge Base, Video Content","pdpa60","pdpa"
"AllVideo","113","การทำประกาศ แจ้งเตือน ขอความยินยอม PDPA ในองค์กรเกี่ยวกับพนักงาน (Hr)","https://www.youtube.com/watch?v=K_bTM0kOV9k","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""การทำประกาศ แจ้งเตือน ขอความยินยอม PDPA ในองค์กรเกี่ยวกับพนักงาน (Hr)"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy, Consent, Cookie, Privacy Notice","consent09","consent"
"AllVideo","114","การประกาศแจ้งเตือนและขอความยินยอม ภายในหน่วยงานมีส่วนที่เกี่ยวข้องกับข้อมูลส่วนบุคคลจำนวนมาก","https://www.youtube.com/watch?v=j1ffogjRP9c","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""การประกาศแจ้งเตือนและขอความยินยอม ภายในหน่วยงานมีส่วนที่เกี่ยวข้องกับข้อมูลส่วนบุคคลจำนวนมาก"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy, Consent, Cookie, Privacy Notice","consent10","consent"
"AllVideo","115","การประกาศ แจ้งเตือน  การขอความยินยอม กิจกรรมที่เกี่ยวข้องกับข้อมูลส่วนบุคคลภายในองค์กร","https://www.youtube.com/watch?v=BaVzqPmj_Ws","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""การประกาศ แจ้งเตือน  การขอความยินยอม กิจกรรมที่เกี่ยวข้องกับข้อมูลส่วนบุคคลภายในองค์กร"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy, Consent, Cookie, Privacy Notice","consent11","consent"
"AllVideo","116","ระบบทำ การประกาศแจ้งเตือนและขอความยินยอม  ทดลองฟรี pdpa3in1","https://www.youtube.com/watch?v=qiaN4c_gqM0","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""ระบบทำ การประกาศแจ้งเตือนและขอความยินยอม  ทดลองฟรี pdpa3in1"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy, Consent, Cookie, Privacy Notice","consent12","consent"
"AllVideo","117","เครื่องมือช่วยทำ PDPA","https://www.youtube.com/watch?v=d2MqdNjcq2o","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""เครื่องมือช่วยทำ PDPA"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa61","pdpa"
"AllVideo","118","EP 2  การทำPDPA สำหรับโรงงาน","https://www.youtube.com/watch?v=AbzvDifYma0","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""EP 2  การทำPDPA สำหรับโรงงาน"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa62","pdpa"
"AllVideo","119","ภาคปฏิบัติการทำ PDPA สำหรับ โรงงาน และสวนผลไม้ Ep1","https://www.youtube.com/watch?v=gUp4XxCAHIw","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""ภาคปฏิบัติการทำ PDPA สำหรับ โรงงาน และสวนผลไม้ Ep1"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa63","pdpa"
"AllVideo","120","ภาคปฏิบัติการทำ PDPA สำหรับ โรงงาน Ep2 (พนักงานภายในบริษัท)","https://www.youtube.com/watch?v=xZd6BiFshWY","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""ภาคปฏิบัติการทำ PDPA สำหรับ โรงงาน Ep2 (พนักงานภายในบริษัท)"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa64","pdpa"
"AllVideo","121","เครื่องมือช่วยทำ PDPA","https://www.youtube.com/watch?v=N_xBLPqgS6E","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""เครื่องมือช่วยทำ PDPA"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa65","pdpa"
"AllVideo","122","ป้องกันคลิปหลุด ภาพหลุด ด้วยกฏหมายคุ้มครองข้อมูลส่วนบุคคล","https://www.youtube.com/watch?v=TawqL0ho1Xg","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""ป้องกันคลิปหลุด ภาพหลุด ด้วยกฏหมายคุ้มครองข้อมูลส่วนบุคคล"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa66","pdpa"
"AllVideo","123","สิทธิของเจ้าของข้อมูลส่วนบุคคล","https://www.youtube.com/watch?v=fGxIKA1dgh4","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""สิทธิของเจ้าของข้อมูลส่วนบุคคล"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa67","pdpa"
"AllVideo","124","คลิปหลุด รูปหลุด ทำอย่างไร ให้กฏหมายคุ้มครองข้อมูลส่วนบุคคลแก้ไขได้ ก่อนที่รูปจะหลุดก็สามารถแจ้งได้","https://www.youtube.com/watch?v=E-SxCHv7-Bo","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""คลิปหลุด รูปหลุด ทำอย่างไร ให้กฏหมายคุ้มครองข้อมูลส่วนบุคคลแก้ไขได้ ก่อนที่รูปจะหลุดก็สามารถแจ้งได้"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa68","pdpa"
"AllVideo","125","คลิปหลุด ทำอย่างไร  สิทธิของเจ้าของข้อมูลส่วนบุคคล ช่วยแก้ปัญหาก่อน คลิปหลุดออกไป","https://www.youtube.com/watch?v=rcnLGH1Tj60","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""คลิปหลุด ทำอย่างไร  สิทธิของเจ้าของข้อมูลส่วนบุคคล ช่วยแก้ปัญหาก่อน คลิปหลุดออกไป"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa69","pdpa"
"AllVideo","126","Showcase :ทำร้านค้า บริษัท หน่วยงานให้สอดคล้องกับ PDPA","https://www.youtube.com/watch?v=4JLwneIhZIY","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""Showcase :ทำร้านค้า บริษัท หน่วยงานให้สอดคล้องกับ PDPA"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa70","pdpa"
"AllVideo","127","การทำ PDPA สำหรับหน่วยงานหลายสาขา","https://www.youtube.com/watch?v=Kai-0tAMFHs","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""การทำ PDPA สำหรับหน่วยงานหลายสาขา"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa71","pdpa"
"AllVideo","128","การทำ PDPA จัดทำองค์กรให้สอดคล้องกับกฏหมายคุ้มครองข้อมูลส่วนบุคคล","https://www.youtube.com/watch?v=OCPN7snfbKY","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""การทำ PDPA จัดทำองค์กรให้สอดคล้องกับกฏหมายคุ้มครองข้อมูลส่วนบุคคล"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa72","pdpa"
"AllVideo","129","การทำ PDPA จัดทำองค์กรให้สอดคล้องกับกฏหมายคุ้มครองข้อมูลส่วนบุคคล","https://www.youtube.com/watch?v=28BSeqcahhw","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""การทำ PDPA จัดทำองค์กรให้สอดคล้องกับกฏหมายคุ้มครองข้อมูลส่วนบุคคล"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa73","pdpa"
"AllVideo","130","1 นาที PDPA","https://www.youtube.com/watch?v=9KAwfB6u5wI","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""1 นาที PDPA"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa74","pdpa"
"AllVideo","131","1 นาที ภัย Cyber : ราชภัย อาจทำล้มภายในข้ามคืนได้ ควรป้องกันไว้ดีกว่าแก้ไข โดยทำตามกฏหมาย","https://www.youtube.com/watch?v=ggpq_EndihY","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""1 นาที ภัย Cyber : ราชภัย อาจทำล้มภายในข้ามคืนได้ ควรป้องกันไว้ดีกว่าแก้ไข โดยทำตามกฏหมาย"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","Security, Cybersecurity, Data Protection","sec19","sec"
"AllVideo","132","การทำ PDPA  กฏหมายคุ้มครองข้อมูลส่วนบุคคล Showcase หอพัก","https://www.youtube.com/watch?v=qXlsgVmldVU","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""การทำ PDPA  กฏหมายคุ้มครองข้อมูลส่วนบุคคล Showcase หอพัก"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy","pdpa75","pdpa"
"AllVideo","133","การใช้ Log file เป็นส่วนหนึ่งของมาตรการรักษาความปลอดภัยของข้อมูลส่วนบุคคล","https://www.youtube.com/watch?v=j5akSsdgYK0","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""การใช้ Log file เป็นส่วนหนึ่งของมาตรการรักษาความปลอดภัยของข้อมูลส่วนบุคคล"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy, Security, Cybersecurity, Data Protection","sec20","sec"
"AllVideo","134","1 นาที PDPA : แต่งตั้งเจ้าหน้าที่คุ้มครองข้อมูล ส่วนบุคคล(Data Protection Officer : DPO)","https://www.youtube.com/watch?v=2XZOUZ-8Oo8","คลังความรู้ Prajan: วิดีโอ หัวข้อ ""1 นาที PDPA : แต่งตั้งเจ้าหน้าที่คุ้มครองข้อมูล ส่วนบุคคล(Data Protection Officer : DPO)"" สำหรับใช้ค้นหาและอ้างอิงเมื่อลูกค้าถามเรื่องที่เกี่ยวข้อง","PDPA, ข้อมูลส่วนบุคคล, Privacy, DPO, ผู้ควบคุมข้อมูล","dpo03","dpo"
